Wavelength(nm)	n	k
6.59000e+03	3.46983e+00	2.53530e-06
6.60000e+03	3.46983e+00	2.55260e-06
6.61000e+03	3.46983e+00	2.57000e-06
6.62000e+03	3.46983e+00	2.58760e-06
6.63000e+03	3.46983e+00	2.60520e-06
6.64000e+03	3.46983e+00	2.62300e-06
6.65000e+03	3.46983e+00	2.64100e-06
6.66000e+03	3.46983e+00	2.65900e-06
6.67000e+03	3.46983e+00	2.67720e-06
6.68000e+03	3.46983e+00	2.69560e-06
6.69000e+03	3.46983e+00	2.71400e-06
6.70000e+03	3.46982e+00	2.73260e-06
6.71000e+03	3.46982e+00	2.75140e-06
6.72000e+03	3.46982e+00	2.77020e-06
6.73000e+03	3.46982e+00	2.78930e-06
6.74000e+03	3.46982e+00	2.80840e-06
6.75000e+03	3.46982e+00	2.82770e-06
6.76000e+03	3.46982e+00	2.84720e-06
6.77000e+03	3.46982e+00	2.86670e-06
6.78000e+03	3.46982e+00	2.88650e-06
6.79000e+03	3.46982e+00	2.90640e-06
6.80000e+03	3.46982e+00	2.92640e-06
6.81000e+03	3.46982e+00	2.94660e-06
6.82000e+03	3.46982e+00	2.96690e-06
6.83000e+03	3.46982e+00	2.98740e-06
6.84000e+03	3.46982e+00	3.00810e-06
6.85000e+03	3.46982e+00	3.02890e-06
6.86000e+03	3.46982e+00	3.04990e-06
6.87000e+03	3.46982e+00	3.07100e-06
6.88000e+03	3.46982e+00	3.09230e-06
6.89000e+03	3.46982e+00	3.11380e-06
6.90000e+03	3.46982e+00	3.13540e-06
6.91000e+03	3.46982e+00	3.15720e-06
6.92000e+03	3.46982e+00	3.17910e-06
6.93000e+03	3.46982e+00	3.20130e-06
6.94000e+03	3.46982e+00	3.22360e-06
6.95000e+03	3.46982e+00	3.24610e-06
6.96000e+03	3.46982e+00	3.26880e-06
6.97000e+03	3.46982e+00	3.29160e-06
6.98000e+03	3.46982e+00	3.31460e-06
6.99000e+03	3.46982e+00	3.33790e-06
7.00000e+03	3.46982e+00	3.36130e-06
7.01000e+03	3.46982e+00	3.38490e-06
7.02000e+03	3.46982e+00	3.40860e-06
7.03000e+03	3.46982e+00	3.43260e-06
7.04000e+03	3.46982e+00	3.45680e-06
7.05000e+03	3.46982e+00	3.48120e-06
7.06000e+03	3.46982e+00	3.50570e-06
7.07000e+03	3.46982e+00	3.53050e-06
7.08000e+03	3.46982e+00	3.55550e-06
7.09000e+03	3.46982e+00	3.58070e-06
7.10000e+03	3.46982e+00	3.60610e-06
7.11000e+03	3.46982e+00	3.63170e-06
7.12000e+03	3.46982e+00	3.65750e-06
7.13000e+03	3.46982e+00	3.68350e-06
7.14000e+03	3.46982e+00	3.70980e-06
7.15000e+03	3.46982e+00	3.73630e-06
7.16000e+03	3.46982e+00	3.76300e-06
7.17000e+03	3.46982e+00	3.78990e-06
7.18000e+03	3.46981e+00	3.81710e-06
7.19000e+03	3.46981e+00	3.84450e-06
7.20000e+03	3.46981e+00	3.87220e-06
7.21000e+03	3.46981e+00	3.90010e-06
7.22000e+03	3.46981e+00	3.92820e-06
7.23000e+03	3.46981e+00	3.95660e-06
7.24000e+03	3.46981e+00	3.98520e-06
7.25000e+03	3.46981e+00	4.01410e-06
7.26000e+03	3.46981e+00	4.04320e-06
7.27000e+03	3.46981e+00	4.07260e-06
7.28000e+03	3.46981e+00	4.10230e-06
7.29000e+03	3.46981e+00	4.13230e-06
7.30000e+03	3.46981e+00	4.16250e-06
7.31000e+03	3.46981e+00	4.19300e-06
7.32000e+03	3.46981e+00	4.22370e-06
7.33000e+03	3.46981e+00	4.25480e-06
7.34000e+03	3.46981e+00	4.28620e-06
7.35000e+03	3.46981e+00	4.31780e-06
7.36000e+03	3.46981e+00	4.34970e-06
7.37000e+03	3.46981e+00	4.38200e-06
7.38000e+03	3.46981e+00	4.41450e-06
7.39000e+03	3.46981e+00	4.44740e-06
7.40000e+03	3.46981e+00	4.48060e-06
7.41000e+03	3.46981e+00	4.51410e-06
7.42000e+03	3.46981e+00	4.54790e-06
7.43000e+03	3.46981e+00	4.58200e-06
7.44000e+03	3.46981e+00	4.61650e-06
7.45000e+03	3.46981e+00	4.65130e-06
7.46000e+03	3.46981e+00	4.68650e-06
7.47000e+03	3.46981e+00	4.72210e-06
7.48000e+03	3.46981e+00	4.75790e-06
7.49000e+03	3.46981e+00	4.79420e-06
7.50000e+03	3.46981e+00	4.83080e-06
7.51000e+03	3.46981e+00	4.86780e-06
7.52000e+03	3.46981e+00	4.90520e-06
7.53000e+03	3.46981e+00	4.94300e-06
7.54000e+03	3.46981e+00	4.98120e-06
7.55000e+03	3.46981e+00	5.01970e-06
7.56000e+03	3.46981e+00	5.05870e-06
7.57000e+03	3.46980e+00	5.09810e-06
7.58000e+03	3.46980e+00	5.13790e-06
7.59000e+03	3.46980e+00	5.17820e-06
7.60000e+03	3.46980e+00	5.21890e-06
7.61000e+03	3.46980e+00	5.26010e-06
7.62000e+03	3.46980e+00	5.30170e-06
7.63000e+03	3.46980e+00	5.34380e-06
7.64000e+03	3.46980e+00	5.38630e-06
7.65000e+03	3.46980e+00	5.42940e-06
7.66000e+03	3.46980e+00	5.47290e-06
7.67000e+03	3.46980e+00	5.51690e-06
7.68000e+03	3.46980e+00	5.56150e-06
7.69000e+03	3.46980e+00	5.60660e-06
7.70000e+03	3.46980e+00	5.65220e-06
7.71000e+03	3.46980e+00	5.69830e-06
7.72000e+03	3.46980e+00	5.74510e-06
7.73000e+03	3.46980e+00	5.79240e-06
7.74000e+03	3.46980e+00	5.84020e-06
7.75000e+03	3.46980e+00	5.88870e-06
7.76000e+03	3.46980e+00	5.93780e-06
7.77000e+03	3.46980e+00	5.98750e-06
7.78000e+03	3.46980e+00	6.03780e-06
7.79000e+03	3.46980e+00	6.08880e-06
7.80000e+03	3.46980e+00	6.14050e-06
7.81000e+03	3.46980e+00	6.19280e-06
7.82000e+03	3.46980e+00	6.24580e-06
7.83000e+03	3.46980e+00	6.29960e-06
7.84000e+03	3.46980e+00	6.35400e-06
7.85000e+03	3.46980e+00	6.40930e-06
7.86000e+03	3.46980e+00	6.46520e-06
7.87000e+03	3.46980e+00	6.52200e-06
7.88000e+03	3.46979e+00	6.57960e-06
7.89000e+03	3.46979e+00	6.63800e-06
7.90000e+03	3.46979e+00	6.69730e-06
7.91000e+03	3.46979e+00	6.75740e-06
7.92000e+03	3.46979e+00	6.81840e-06
7.93000e+03	3.46979e+00	6.88040e-06
7.94000e+03	3.46979e+00	6.94330e-06
7.95000e+03	3.46979e+00	7.00710e-06
7.96000e+03	3.46979e+00	7.07200e-06
7.97000e+03	3.46979e+00	7.13790e-06
7.98000e+03	3.46979e+00	7.20480e-06
7.99000e+03	3.46979e+00	7.27290e-06
8.00000e+03	3.46979e+00	7.34200e-06
8.01000e+03	3.46979e+00	7.41230e-06
8.02000e+03	3.46979e+00	7.48380e-06
8.03000e+03	3.46979e+00	7.55660e-06
8.04000e+03	3.46979e+00	7.63060e-06
8.05000e+03	3.46979e+00	7.70590e-06
8.06000e+03	3.46979e+00	7.78250e-06
8.07000e+03	3.46979e+00	7.86060e-06
8.08000e+03	3.46979e+00	7.94000e-06
8.09000e+03	3.46979e+00	8.02100e-06
8.10000e+03	3.46979e+00	8.10350e-06
8.11000e+03	3.46979e+00	8.18770e-06
8.12000e+03	3.46978e+00	8.27340e-06
8.13000e+03	3.46978e+00	8.36090e-06
8.14000e+03	3.46978e+00	8.45020e-06
8.15000e+03	3.46978e+00	8.54130e-06
8.16000e+03	3.46978e+00	8.63430e-06
8.17000e+03	3.46978e+00	8.72930e-06
8.18000e+03	3.46978e+00	8.82630e-06
8.19000e+03	3.46978e+00	8.92550e-06
8.20000e+03	3.46978e+00	9.02700e-06
8.21000e+03	3.46978e+00	9.13070e-06
8.22000e+03	3.46978e+00	9.23690e-06
8.23000e+03	3.46978e+00	9.34560e-06
8.24000e+03	3.46978e+00	9.45690e-06
8.25000e+03	3.46978e+00	9.57100e-06
8.26000e+03	3.46978e+00	9.68790e-06
8.27000e+03	3.46978e+00	9.80780e-06
8.28000e+03	3.46978e+00	9.93090e-06
8.29000e+03	3.46978e+00	1.00572e-05
8.30000e+03	3.46978e+00	1.01870e-05
8.31000e+03	3.46977e+00	1.03204e-05
8.32000e+03	3.46977e+00	1.04575e-05
8.33000e+03	3.46977e+00	1.05986e-05
8.34000e+03	3.46977e+00	1.07439e-05
8.35000e+03	3.46977e+00	1.08935e-05
8.36000e+03	3.46977e+00	1.10478e-05
8.37000e+03	3.46977e+00	1.12069e-05
8.38000e+03	3.46977e+00	1.13711e-05
8.39000e+03	3.46977e+00	1.15408e-05
8.40000e+03	3.46977e+00	1.17161e-05
8.41000e+03	3.46977e+00	1.18975e-05
8.42000e+03	3.46977e+00	1.20853e-05
8.43000e+03	3.46977e+00	1.22798e-05
8.44000e+03	3.46977e+00	1.24815e-05
8.45000e+03	3.46977e+00	1.26909e-05
8.46000e+03	3.46976e+00	1.29083e-05
8.47000e+03	3.46976e+00	1.31344e-05
8.48000e+03	3.46976e+00	1.33696e-05
8.49000e+03	3.46976e+00	1.36146e-05
8.50000e+03	3.46976e+00	1.38701e-05
8.51000e+03	3.46976e+00	1.41368e-05
8.52000e+03	3.46976e+00	1.44154e-05
8.53000e+03	3.46976e+00	1.47068e-05
8.54000e+03	3.46976e+00	1.50120e-05
8.55000e+03	3.46976e+00	1.53321e-05
8.56000e+03	3.46976e+00	1.56680e-05
8.57000e+03	3.46975e+00	1.60211e-05
8.58000e+03	3.46975e+00	1.63928e-05
8.59000e+03	3.46975e+00	1.67845e-05
8.60000e+03	3.46975e+00	1.71979e-05
8.61000e+03	3.46975e+00	1.76348e-05
8.62000e+03	3.46975e+00	1.80973e-05
8.63000e+03	3.46975e+00	1.85877e-05
8.64000e+03	3.46975e+00	1.91084e-05
8.65000e+03	3.46975e+00	1.96623e-05
8.66000e+03	3.46974e+00	2.02525e-05
8.67000e+03	3.46974e+00	2.08825e-05
8.68000e+03	3.46974e+00	2.15563e-05
8.69000e+03	3.46974e+00	2.22782e-05
8.70000e+03	3.46974e+00	2.30533e-05
8.71000e+03	3.46974e+00	2.38873e-05
8.72000e+03	3.46974e+00	2.47864e-05
8.73000e+03	3.46973e+00	2.57579e-05
8.74000e+03	3.46973e+00	2.68101e-05
8.75000e+03	3.46973e+00	2.79524e-05
8.76000e+03	3.46973e+00	2.91954e-05
8.77000e+03	3.46973e+00	3.05515e-05
8.78000e+03	3.46972e+00	3.20348e-05
8.79000e+03	3.46972e+00	3.36616e-05
8.80000e+03	3.46972e+00	3.54505e-05
8.81000e+03	3.46972e+00	3.74231e-05
8.82000e+03	3.46971e+00	3.96045e-05
8.83000e+03	3.46971e+00	4.20235e-05
8.84000e+03	3.46971e+00	4.47136e-05
8.85000e+03	3.46971e+00	4.77133e-05
8.86000e+03	3.46970e+00	5.10673e-05
8.87000e+03	3.46970e+00	5.48267e-05
8.88000e+03	3.46970e+00	5.90497e-05
8.89000e+03	3.46970e+00	6.38024e-05
8.90000e+03	3.46969e+00	6.91576e-05
8.91000e+03	3.46969e+00	7.51945e-05
8.92000e+03	3.46969e+00	8.19953e-05
8.93000e+03	3.46969e+00	8.96397e-05
8.94000e+03	3.46969e+00	9.81953e-05
8.95000e+03	3.46969e+00	1.07702e-04
8.96000e+03	3.46969e+00	1.18151e-04
8.97000e+03	3.46969e+00	1.29449e-04
8.98000e+03	3.46969e+00	1.41384e-04
8.99000e+03	3.46970e+00	1.53581e-04
9.00000e+03	3.46971e+00	1.65478e-04
9.01000e+03	3.46972e+00	1.76327e-04
9.02000e+03	3.46973e+00	1.85263e-04
9.03000e+03	3.46975e+00	1.91437e-04
9.04000e+03	3.46977e+00	1.94194e-04
9.05000e+03	3.46979e+00	1.93243e-04
9.06000e+03	3.46980e+00	1.88736e-04
9.07000e+03	3.46982e+00	1.81223e-04
9.08000e+03	3.46983e+00	1.71504e-04
9.09000e+03	3.46984e+00	1.60444e-04
9.10000e+03	3.46985e+00	1.48825e-04
9.11000e+03	3.46985e+00	1.37264e-04
9.12000e+03	3.46986e+00	1.26189e-04
9.13000e+03	3.46986e+00	1.15862e-04
9.14000e+03	3.46986e+00	1.06413e-04
9.15000e+03	3.46986e+00	9.78777e-05
9.16000e+03	3.46986e+00	9.02372e-05
9.17000e+03	3.46985e+00	8.34364e-05
9.18000e+03	3.46985e+00	7.74037e-05
9.19000e+03	3.46985e+00	7.20620e-05
9.20000e+03	3.46985e+00	6.73350e-05
9.21000e+03	3.46984e+00	6.31510e-05
9.22000e+03	3.46984e+00	5.94445e-05
9.23000e+03	3.46984e+00	5.61571e-05
9.24000e+03	3.46984e+00	5.32372e-05
9.25000e+03	3.46983e+00	5.06394e-05
9.26000e+03	3.46983e+00	4.83246e-05
9.27000e+03	3.46983e+00	4.62583e-05
9.28000e+03	3.46983e+00	4.44111e-05
9.29000e+03	3.46982e+00	4.27572e-05
9.30000e+03	3.46982e+00	4.12744e-05
9.31000e+03	3.46982e+00	3.99432e-05
9.32000e+03	3.46982e+00	3.87471e-05
9.33000e+03	3.46982e+00	3.76713e-05
9.34000e+03	3.46981e+00	3.67031e-05
9.35000e+03	3.46981e+00	3.58314e-05
9.36000e+03	3.46981e+00	3.50464e-05
9.37000e+03	3.46981e+00	3.43396e-05
9.38000e+03	3.46981e+00	3.37035e-05
9.39000e+03	3.46981e+00	3.31314e-05
9.40000e+03	3.46980e+00	3.26175e-05
9.41000e+03	3.46980e+00	3.21566e-05
9.42000e+03	3.46980e+00	3.17441e-05
9.43000e+03	3.46980e+00	3.13760e-05
9.44000e+03	3.46980e+00	3.10485e-05
9.45000e+03	3.46980e+00	3.07585e-05
9.46000e+03	3.46980e+00	3.05031e-05
9.47000e+03	3.46979e+00	3.02796e-05
9.48000e+03	3.46979e+00	3.00857e-05
9.49000e+03	3.46979e+00	2.99193e-05
9.50000e+03	3.46979e+00	2.97786e-05
9.51000e+03	3.46979e+00	2.96618e-05
9.52000e+03	3.46979e+00	2.95674e-05
9.53000e+03	3.46979e+00	2.94941e-05
9.54000e+03	3.46979e+00	2.94406e-05
9.55000e+03	3.46978e+00	2.94057e-05
9.56000e+03	3.46978e+00	2.93884e-05
9.57000e+03	3.46978e+00	2.93878e-05
9.58000e+03	3.46978e+00	2.94031e-05
9.59000e+03	3.46978e+00	2.94335e-05
9.60000e+03	3.46978e+00	2.94782e-05
9.61000e+03	3.46978e+00	2.95368e-05
9.62000e+03	3.46978e+00	2.96085e-05
9.63000e+03	3.46978e+00	2.96928e-05
9.64000e+03	3.46977e+00	2.97894e-05
9.65000e+03	3.46977e+00	2.98978e-05
9.66000e+03	3.46977e+00	3.00175e-05
9.67000e+03	3.46977e+00	3.01482e-05
9.68000e+03	3.46977e+00	3.02897e-05
9.69000e+03	3.46977e+00	3.04415e-05
9.70000e+03	3.46977e+00	3.06035e-05
9.71000e+03	3.46977e+00	3.07755e-05
9.72000e+03	3.46977e+00	3.09572e-05
9.73000e+03	3.46977e+00	3.11484e-05
9.74000e+03	3.46976e+00	3.13490e-05
9.75000e+03	3.46976e+00	3.15588e-05
9.76000e+03	3.46976e+00	3.17778e-05
9.77000e+03	3.46976e+00	3.20057e-05
9.78000e+03	3.46976e+00	3.22425e-05
9.79000e+03	3.46976e+00	3.24882e-05
9.80000e+03	3.46976e+00	3.27426e-05
9.81000e+03	3.46976e+00	3.30058e-05
9.82000e+03	3.46976e+00	3.32776e-05
9.83000e+03	3.46976e+00	3.35581e-05
9.84000e+03	3.46976e+00	3.38472e-05
9.85000e+03	3.46975e+00	3.41450e-05
9.86000e+03	3.46975e+00	3.44514e-05
9.87000e+03	3.46975e+00	3.47665e-05
9.88000e+03	3.46975e+00	3.50903e-05
9.89000e+03	3.46975e+00	3.54228e-05
9.90000e+03	3.46975e+00	3.57641e-05
9.91000e+03	3.46975e+00	3.61143e-05
9.92000e+03	3.46975e+00	3.64733e-05
9.93000e+03	3.46975e+00	3.68413e-05
9.94000e+03	3.46975e+00	3.72184e-05
9.95000e+03	3.46975e+00	3.76045e-05
9.96000e+03	3.46974e+00	3.80000e-05
9.97000e+03	3.46974e+00	3.84047e-05
9.98000e+03	3.46974e+00	3.88189e-05
9.99000e+03	3.46974e+00	3.92426e-05
1.00000e+04	3.46974e+00	3.96760e-05
1.00100e+04	3.46974e+00	4.01193e-05
1.00200e+04	3.46974e+00	4.05724e-05
1.00300e+04	3.46974e+00	4.10357e-05
1.00400e+04	3.46974e+00	4.15092e-05
1.00500e+04	3.46974e+00	4.19931e-05
1.00600e+04	3.46974e+00	4.24876e-05
1.00700e+04	3.46974e+00	4.29928e-05
1.00800e+04	3.46973e+00	4.35089e-05
1.00900e+04	3.46973e+00	4.40361e-05
1.01000e+04	3.46973e+00	4.45745e-05
1.01100e+04	3.46973e+00	4.51245e-05
1.01200e+04	3.46973e+00	4.56861e-05
1.01300e+04	3.46973e+00	4.62596e-05
1.01400e+04	3.46973e+00	4.68453e-05
1.01500e+04	3.46973e+00	4.74432e-05
1.01600e+04	3.46973e+00	4.80537e-05
1.01700e+04	3.46973e+00	4.86770e-05
1.01800e+04	3.46973e+00	4.93133e-05
1.01900e+04	3.46972e+00	4.99629e-05
1.02000e+04	3.46972e+00	5.06260e-05
1.02100e+04	3.46972e+00	5.13029e-05
1.02200e+04	3.46972e+00	5.19938e-05
1.02300e+04	3.46972e+00	5.26991e-05
1.02400e+04	3.46972e+00	5.34190e-05
1.02500e+04	3.46972e+00	5.41537e-05
1.02600e+04	3.46972e+00	5.49037e-05
1.02700e+04	3.46972e+00	5.56691e-05
1.02800e+04	3.46972e+00	5.64502e-05
1.02900e+04	3.46972e+00	5.72475e-05
1.03000e+04	3.46972e+00	5.80611e-05
1.03100e+04	3.46971e+00	5.88914e-05
1.03200e+04	3.46971e+00	5.97388e-05
1.03300e+04	3.46971e+00	6.06035e-05
1.03400e+04	3.46971e+00	6.14858e-05
1.03500e+04	3.46971e+00	6.23862e-05
1.03600e+04	3.46971e+00	6.33049e-05
1.03700e+04	3.46971e+00	6.42423e-05
1.03800e+04	3.46971e+00	6.51988e-05
1.03900e+04	3.46971e+00	6.61746e-05
1.04000e+04	3.46971e+00	6.71701e-05
1.04100e+04	3.46971e+00	6.81856e-05
1.04200e+04	3.46971e+00	6.92216e-05
1.04300e+04	3.46970e+00	7.02784e-05
1.04400e+04	3.46970e+00	7.13562e-05
1.04500e+04	3.46970e+00	7.24556e-05
1.04600e+04	3.46970e+00	7.35767e-05
1.04700e+04	3.46970e+00	7.47199e-05
1.04800e+04	3.46970e+00	7.58856e-05
1.04900e+04	3.46970e+00	7.70741e-05
1.05000e+04	3.46970e+00	7.82857e-05
1.05100e+04	3.46970e+00	7.95207e-05
1.05200e+04	3.46970e+00	8.07795e-05
1.05300e+04	3.46970e+00	8.20623e-05
1.05400e+04	3.46970e+00	8.33693e-05
1.05500e+04	3.46970e+00	8.47010e-05
1.05600e+04	3.46969e+00	8.60574e-05
1.05700e+04	3.46969e+00	8.74389e-05
1.05800e+04	3.46969e+00	8.88456e-05
1.05900e+04	3.46969e+00	9.02777e-05
1.06000e+04	3.46969e+00	9.17354e-05
1.06100e+04	3.46969e+00	9.32188e-05
1.06200e+04	3.46969e+00	9.47280e-05
1.06300e+04	3.46969e+00	9.62630e-05
1.06400e+04	3.46969e+00	9.78240e-05
1.06500e+04	3.46969e+00	9.94108e-05
1.06600e+04	3.46969e+00	1.01023e-04
1.06700e+04	3.46969e+00	1.02662e-04
1.06800e+04	3.46969e+00	1.04326e-04
1.06900e+04	3.46969e+00	1.06015e-04
1.07000e+04	3.46969e+00	1.07729e-04
1.07100e+04	3.46969e+00	1.09468e-04
1.07200e+04	3.46969e+00	1.11232e-04
1.07300e+04	3.46969e+00	1.13019e-04
1.07400e+04	3.46969e+00	1.14830e-04
1.07500e+04	3.46969e+00	1.16663e-04
1.07600e+04	3.46969e+00	1.18519e-04
1.07700e+04	3.46969e+00	1.20396e-04
1.07800e+04	3.46969e+00	1.22293e-04
1.07900e+04	3.46969e+00	1.24209e-04
1.08000e+04	3.46969e+00	1.26144e-04
1.08100e+04	3.46969e+00	1.28096e-04
1.08200e+04	3.46969e+00	1.30064e-04
1.08300e+04	3.46969e+00	1.32046e-04
1.08400e+04	3.46969e+00	1.34041e-04
1.08500e+04	3.46969e+00	1.36048e-04
1.08600e+04	3.46969e+00	1.38064e-04
1.08700e+04	3.46969e+00	1.40088e-04
1.08800e+04	3.46969e+00	1.42117e-04
1.08900e+04	3.46969e+00	1.44150e-04
1.09000e+04	3.46969e+00	1.46185e-04
1.09100e+04	3.46969e+00	1.48218e-04
1.09200e+04	3.46969e+00	1.50248e-04
1.09300e+04	3.46969e+00	1.52272e-04
1.09400e+04	3.46969e+00	1.54287e-04
1.09500e+04	3.46969e+00	1.56290e-04
1.09600e+04	3.46969e+00	1.58279e-04
1.09700e+04	3.46969e+00	1.60250e-04
1.09800e+04	3.46970e+00	1.62200e-04
1.09900e+04	3.46970e+00	1.64126e-04
1.10000e+04	3.46970e+00	1.66025e-04
1.10100e+04	3.46970e+00	1.67893e-04
1.10200e+04	3.46970e+00	1.69727e-04
1.10300e+04	3.46970e+00	1.71524e-04
1.10400e+04	3.46970e+00	1.73279e-04
1.10500e+04	3.46971e+00	1.74991e-04
1.10600e+04	3.46971e+00	1.76654e-04
1.10700e+04	3.46971e+00	1.78266e-04
1.10800e+04	3.46971e+00	1.79823e-04
1.10900e+04	3.46971e+00	1.81323e-04
1.11000e+04	3.46971e+00	1.82760e-04
1.11100e+04	3.46972e+00	1.84134e-04
1.11200e+04	3.46972e+00	1.85440e-04
1.11300e+04	3.46972e+00	1.86675e-04
1.11400e+04	3.46972e+00	1.87838e-04
1.11500e+04	3.46972e+00	1.88924e-04
1.11600e+04	3.46973e+00	1.89933e-04
1.11700e+04	3.46973e+00	1.90861e-04
1.11800e+04	3.46973e+00	1.91708e-04
1.11900e+04	3.46973e+00	1.92470e-04
1.12000e+04	3.46973e+00	1.93147e-04
1.12100e+04	3.46974e+00	1.93737e-04
1.12200e+04	3.46974e+00	1.94240e-04
1.12300e+04	3.46974e+00	1.94655e-04
1.12400e+04	3.46974e+00	1.94981e-04
1.12500e+04	3.46975e+00	1.95218e-04
1.12600e+04	3.46975e+00	1.95367e-04
1.12700e+04	3.46975e+00	1.95428e-04
1.12800e+04	3.46975e+00	1.95401e-04
1.12900e+04	3.46976e+00	1.95287e-04
1.13000e+04	3.46976e+00	1.95089e-04
1.13100e+04	3.46976e+00	1.94807e-04
1.13200e+04	3.46976e+00	1.94442e-04
1.13300e+04	3.46976e+00	1.93997e-04
1.13400e+04	3.46977e+00	1.93474e-04
1.13500e+04	3.46977e+00	1.92876e-04
1.13600e+04	3.46977e+00	1.92204e-04
1.13700e+04	3.46977e+00	1.91461e-04
1.13800e+04	3.46977e+00	1.90651e-04
1.13900e+04	3.46978e+00	1.89776e-04
1.14000e+04	3.46978e+00	1.88838e-04
1.14100e+04	3.46978e+00	1.87842e-04
1.14200e+04	3.46978e+00	1.86790e-04
1.14300e+04	3.46978e+00	1.85686e-04
1.14400e+04	3.46978e+00	1.84532e-04
1.14500e+04	3.46979e+00	1.83333e-04
1.14600e+04	3.46979e+00	1.82090e-04
1.14700e+04	3.46979e+00	1.80808e-04
1.14800e+04	3.46979e+00	1.79490e-04
1.14900e+04	3.46979e+00	1.78139e-04
1.15000e+04	3.46979e+00	1.76758e-04
1.15100e+04	3.46979e+00	1.75351e-04
1.15200e+04	3.46979e+00	1.73919e-04
1.15300e+04	3.46980e+00	1.72467e-04
1.15400e+04	3.46980e+00	1.70996e-04
1.15500e+04	3.46980e+00	1.69511e-04
1.15600e+04	3.46980e+00	1.68013e-04
1.15700e+04	3.46980e+00	1.66505e-04
1.15800e+04	3.46980e+00	1.64989e-04
1.15900e+04	3.46980e+00	1.63468e-04
1.16000e+04	3.46980e+00	1.61945e-04
1.16100e+04	3.46980e+00	1.60420e-04
1.16200e+04	3.46980e+00	1.58897e-04
1.16300e+04	3.46980e+00	1.57377e-04
1.16400e+04	3.46980e+00	1.55863e-04
1.16500e+04	3.46980e+00	1.54355e-04
1.16600e+04	3.46980e+00	1.52855e-04
1.16700e+04	3.46980e+00	1.51365e-04
1.16800e+04	3.46980e+00	1.49887e-04
1.16900e+04	3.46980e+00	1.48421e-04
1.17000e+04	3.46980e+00	1.46969e-04
1.17100e+04	3.46980e+00	1.45532e-04
1.17200e+04	3.46980e+00	1.44112e-04
1.17300e+04	3.46980e+00	1.42708e-04
1.17400e+04	3.46980e+00	1.41322e-04
1.17500e+04	3.46980e+00	1.39955e-04
1.17600e+04	3.46980e+00	1.38607e-04
1.17700e+04	3.46980e+00	1.37279e-04
1.17800e+04	3.46980e+00	1.35973e-04
1.17900e+04	3.46980e+00	1.34687e-04
1.18000e+04	3.46980e+00	1.33423e-04
1.18100e+04	3.46980e+00	1.32181e-04
1.18200e+04	3.46980e+00	1.30962e-04
1.18300e+04	3.46980e+00	1.29766e-04
1.18400e+04	3.46980e+00	1.28593e-04
1.18500e+04	3.46980e+00	1.27444e-04
1.18600e+04	3.46980e+00	1.26318e-04
1.18700e+04	3.46980e+00	1.25216e-04
1.18800e+04	3.46980e+00	1.24138e-04
1.18900e+04	3.46979e+00	1.23084e-04
1.19000e+04	3.46979e+00	1.22054e-04
1.19100e+04	3.46979e+00	1.21049e-04
1.19200e+04	3.46979e+00	1.20067e-04
1.19300e+04	3.46979e+00	1.19110e-04
1.19400e+04	3.46979e+00	1.18178e-04
1.19500e+04	3.46979e+00	1.17269e-04
1.19600e+04	3.46979e+00	1.16385e-04
1.19700e+04	3.46979e+00	1.15525e-04
1.19800e+04	3.46979e+00	1.14689e-04
1.19900e+04	3.46979e+00	1.13877e-04
1.20000e+04	3.46979e+00	1.13089e-04
1.20100e+04	3.46978e+00	1.12324e-04
1.20200e+04	3.46978e+00	1.11584e-04
1.20300e+04	3.46978e+00	1.10867e-04
1.20400e+04	3.46978e+00	1.10174e-04
1.20500e+04	3.46978e+00	1.09504e-04
1.20600e+04	3.46978e+00	1.08857e-04
1.20700e+04	3.46978e+00	1.08234e-04
1.20800e+04	3.46978e+00	1.07634e-04
1.20900e+04	3.46978e+00	1.07057e-04
1.21000e+04	3.46977e+00	1.06503e-04
1.21100e+04	3.46977e+00	1.05972e-04
1.21200e+04	3.46977e+00	1.05463e-04
1.21300e+04	3.46977e+00	1.04978e-04
1.21400e+04	3.46977e+00	1.04514e-04
1.21500e+04	3.46977e+00	1.04073e-04
1.21600e+04	3.46977e+00	1.03655e-04
1.21700e+04	3.46977e+00	1.03259e-04
1.21800e+04	3.46977e+00	1.02885e-04
1.21900e+04	3.46976e+00	1.02534e-04
1.22000e+04	3.46976e+00	1.02205e-04
1.22100e+04	3.46976e+00	1.01898e-04
1.22200e+04	3.46976e+00	1.01613e-04
1.22300e+04	3.46976e+00	1.01350e-04
1.22400e+04	3.46976e+00	1.01109e-04
1.22500e+04	3.46976e+00	1.00891e-04
1.22600e+04	3.46976e+00	1.00694e-04
1.22700e+04	3.46975e+00	1.00520e-04
1.22800e+04	3.46975e+00	1.00368e-04
1.22900e+04	3.46975e+00	1.00238e-04
1.23000e+04	3.46975e+00	1.00131e-04
1.23100e+04	3.46975e+00	1.00046e-04
1.23200e+04	3.46975e+00	9.99840e-05
1.23300e+04	3.46975e+00	9.99443e-05
1.23400e+04	3.46974e+00	9.99274e-05
1.23500e+04	3.46974e+00	9.99335e-05
1.23600e+04	3.46974e+00	9.99626e-05
1.23700e+04	3.46974e+00	1.00015e-04
1.23800e+04	3.46974e+00	1.00091e-04
1.23900e+04	3.46974e+00	1.00190e-04
1.24000e+04	3.46974e+00	1.00313e-04
