Wavelength(nm)	n	k
1.24100e+04	3.46973e+00	1.00461e-04
1.24200e+04	3.46973e+00	1.00633e-04
1.24300e+04	3.46973e+00	1.00829e-04
1.24400e+04	3.46973e+00	1.01051e-04
1.24500e+04	3.46973e+00	1.01297e-04
1.24600e+04	3.46973e+00	1.01570e-04
1.24700e+04	3.46973e+00	1.01868e-04
1.24800e+04	3.46972e+00	1.02193e-04
1.24900e+04	3.46972e+00	1.02544e-04
1.25000e+04	3.46972e+00	1.02923e-04
1.25100e+04	3.46972e+00	1.03329e-04
1.25200e+04	3.46972e+00	1.03763e-04
1.25300e+04	3.46972e+00	1.04226e-04
1.25400e+04	3.46972e+00	1.04719e-04
1.25500e+04	3.46971e+00	1.05241e-04
1.25600e+04	3.46971e+00	1.05793e-04
1.25700e+04	3.46971e+00	1.06376e-04
1.25800e+04	3.46971e+00	1.06991e-04
1.25900e+04	3.46971e+00	1.07638e-04
1.26000e+04	3.46971e+00	1.08319e-04
1.26100e+04	3.46970e+00	1.09033e-04
1.26200e+04	3.46970e+00	1.09781e-04
1.26300e+04	3.46970e+00	1.10564e-04
1.26400e+04	3.46970e+00	1.11384e-04
1.26500e+04	3.46970e+00	1.12241e-04
1.26600e+04	3.46970e+00	1.13135e-04
1.26700e+04	3.46969e+00	1.14069e-04
1.26800e+04	3.46969e+00	1.15042e-04
1.26900e+04	3.46969e+00	1.16056e-04
1.27000e+04	3.46969e+00	1.17112e-04
1.27100e+04	3.46969e+00	1.18211e-04
1.27200e+04	3.46969e+00	1.19353e-04
1.27300e+04	3.46968e+00	1.20542e-04
1.27400e+04	3.46968e+00	1.21776e-04
1.27500e+04	3.46968e+00	1.23058e-04
1.27600e+04	3.46968e+00	1.24389e-04
1.27700e+04	3.46968e+00	1.25770e-04
1.27800e+04	3.46968e+00	1.27203e-04
1.27900e+04	3.46967e+00	1.28688e-04
1.28000e+04	3.46967e+00	1.30228e-04
1.28100e+04	3.46967e+00	1.31824e-04
1.28200e+04	3.46967e+00	1.33476e-04
1.28300e+04	3.46967e+00	1.35187e-04
1.28400e+04	3.46967e+00	1.36959e-04
1.28500e+04	3.46967e+00	1.38791e-04
1.28600e+04	3.46966e+00	1.40687e-04
1.28700e+04	3.46966e+00	1.42647e-04
1.28800e+04	3.46966e+00	1.44673e-04
1.28900e+04	3.46966e+00	1.46766e-04
1.29000e+04	3.46966e+00	1.48929e-04
1.29100e+04	3.46966e+00	1.51161e-04
1.29200e+04	3.46965e+00	1.53465e-04
1.29300e+04	3.46965e+00	1.55841e-04
1.29400e+04	3.46965e+00	1.58291e-04
1.29500e+04	3.46965e+00	1.60816e-04
1.29600e+04	3.46965e+00	1.63418e-04
1.29700e+04	3.46965e+00	1.66095e-04
1.29800e+04	3.46965e+00	1.68851e-04
1.29900e+04	3.46965e+00	1.71683e-04
1.30000e+04	3.46965e+00	1.74594e-04
1.30100e+04	3.46964e+00	1.77583e-04
1.30200e+04	3.46964e+00	1.80649e-04
1.30300e+04	3.46964e+00	1.83793e-04
1.30400e+04	3.46964e+00	1.87012e-04
1.30500e+04	3.46964e+00	1.90306e-04
1.30600e+04	3.46964e+00	1.93672e-04
1.30700e+04	3.46964e+00	1.97110e-04
1.30800e+04	3.46964e+00	2.00614e-04
1.30900e+04	3.46964e+00	2.04183e-04
1.31000e+04	3.46964e+00	2.07812e-04
1.31100e+04	3.46964e+00	2.11496e-04
1.31200e+04	3.46964e+00	2.15231e-04
1.31300e+04	3.46964e+00	2.19010e-04
1.31400e+04	3.46964e+00	2.22825e-04
1.31500e+04	3.46964e+00	2.26671e-04
1.31600e+04	3.46964e+00	2.30537e-04
1.31700e+04	3.46964e+00	2.34414e-04
1.31800e+04	3.46965e+00	2.38293e-04
1.31900e+04	3.46965e+00	2.42162e-04
1.32000e+04	3.46965e+00	2.46009e-04
1.32100e+04	3.46965e+00	2.49822e-04
1.32200e+04	3.46965e+00	2.53587e-04
1.32300e+04	3.46965e+00	2.57290e-04
1.32400e+04	3.46966e+00	2.60916e-04
1.32500e+04	3.46966e+00	2.64449e-04
1.32600e+04	3.46966e+00	2.67875e-04
1.32700e+04	3.46967e+00	2.71178e-04
1.32800e+04	3.46967e+00	2.74341e-04
1.32900e+04	3.46967e+00	2.77348e-04
1.33000e+04	3.46968e+00	2.80185e-04
1.33100e+04	3.46968e+00	2.82835e-04
1.33200e+04	3.46968e+00	2.85285e-04
1.33300e+04	3.46969e+00	2.87521e-04
1.33400e+04	3.46969e+00	2.89530e-04
1.33500e+04	3.46970e+00	2.91302e-04
1.33600e+04	3.46970e+00	2.92825e-04
1.33700e+04	3.46971e+00	2.94094e-04
1.33800e+04	3.46971e+00	2.95100e-04
1.33900e+04	3.46971e+00	2.95839e-04
1.34000e+04	3.46972e+00	2.96309e-04
1.34100e+04	3.46972e+00	2.96509e-04
1.34200e+04	3.46973e+00	2.96440e-04
1.34300e+04	3.46973e+00	2.96105e-04
1.34400e+04	3.46974e+00	2.95510e-04
1.34500e+04	3.46974e+00	2.94660e-04
1.34600e+04	3.46975e+00	2.93565e-04
1.34700e+04	3.46975e+00	2.92234e-04
1.34800e+04	3.46975e+00	2.90679e-04
1.34900e+04	3.46976e+00	2.88913e-04
1.35000e+04	3.46976e+00	2.86947e-04
1.35100e+04	3.46977e+00	2.84798e-04
1.35200e+04	3.46977e+00	2.82478e-04
1.35300e+04	3.46977e+00	2.80005e-04
1.35400e+04	3.46978e+00	2.77392e-04
1.35500e+04	3.46978e+00	2.74656e-04
1.35600e+04	3.46978e+00	2.71811e-04
1.35700e+04	3.46978e+00	2.68872e-04
1.35800e+04	3.46979e+00	2.65855e-04
1.35900e+04	3.46979e+00	2.62772e-04
1.36000e+04	3.46979e+00	2.59638e-04
1.36100e+04	3.46979e+00	2.56465e-04
1.36200e+04	3.46979e+00	2.53266e-04
1.36300e+04	3.46979e+00	2.50051e-04
1.36400e+04	3.46980e+00	2.46831e-04
1.36500e+04	3.46980e+00	2.43616e-04
1.36600e+04	3.46980e+00	2.40414e-04
1.36700e+04	3.46980e+00	2.37234e-04
1.36800e+04	3.46980e+00	2.34084e-04
1.36900e+04	3.46980e+00	2.30969e-04
1.37000e+04	3.46980e+00	2.27896e-04
1.37100e+04	3.46980e+00	2.24870e-04
1.37200e+04	3.46980e+00	2.21896e-04
1.37300e+04	3.46980e+00	2.18977e-04
1.37400e+04	3.46980e+00	2.16117e-04
1.37500e+04	3.46980e+00	2.13319e-04
1.37600e+04	3.46980e+00	2.10585e-04
1.37700e+04	3.46980e+00	2.07917e-04
1.37800e+04	3.46979e+00	2.05318e-04
1.37900e+04	3.46979e+00	2.02787e-04
1.38000e+04	3.46979e+00	2.00326e-04
1.38100e+04	3.46979e+00	1.97936e-04
1.38200e+04	3.46979e+00	1.95616e-04
1.38300e+04	3.46979e+00	1.93367e-04
1.38400e+04	3.46979e+00	1.91189e-04
1.38500e+04	3.46979e+00	1.89081e-04
1.38600e+04	3.46979e+00	1.87043e-04
1.38700e+04	3.46978e+00	1.85075e-04
1.38800e+04	3.46978e+00	1.83175e-04
1.38900e+04	3.46978e+00	1.81343e-04
1.39000e+04	3.46978e+00	1.79577e-04
1.39100e+04	3.46978e+00	1.77877e-04
1.39200e+04	3.46978e+00	1.76242e-04
1.39300e+04	3.46977e+00	1.74671e-04
1.39400e+04	3.46977e+00	1.73162e-04
1.39500e+04	3.46977e+00	1.71714e-04
1.39600e+04	3.46977e+00	1.70326e-04
1.39700e+04	3.46977e+00	1.68998e-04
1.39800e+04	3.46977e+00	1.67726e-04
1.39900e+04	3.46976e+00	1.66512e-04
1.40000e+04	3.46976e+00	1.65352e-04
1.40100e+04	3.46976e+00	1.64247e-04
1.40200e+04	3.46976e+00	1.63195e-04
1.40300e+04	3.46976e+00	1.62194e-04
1.40400e+04	3.46975e+00	1.61244e-04
1.40500e+04	3.46975e+00	1.60344e-04
1.40600e+04	3.46975e+00	1.59492e-04
1.40700e+04	3.46975e+00	1.58687e-04
1.40800e+04	3.46975e+00	1.57928e-04
1.40900e+04	3.46974e+00	1.57215e-04
1.41000e+04	3.46974e+00	1.56546e-04
1.41100e+04	3.46974e+00	1.55921e-04
1.41200e+04	3.46974e+00	1.55338e-04
1.41300e+04	3.46974e+00	1.54796e-04
1.41400e+04	3.46973e+00	1.54295e-04
1.41500e+04	3.46973e+00	1.53834e-04
1.41600e+04	3.46973e+00	1.53412e-04
1.41700e+04	3.46973e+00	1.53029e-04
1.41800e+04	3.46973e+00	1.52683e-04
1.41900e+04	3.46972e+00	1.52373e-04
1.42000e+04	3.46972e+00	1.52100e-04
1.42100e+04	3.46972e+00	1.51862e-04
1.42200e+04	3.46972e+00	1.51659e-04
1.42300e+04	3.46972e+00	1.51491e-04
1.42400e+04	3.46971e+00	1.51356e-04
1.42500e+04	3.46971e+00	1.51254e-04
1.42600e+04	3.46971e+00	1.51185e-04
1.42700e+04	3.46971e+00	1.51148e-04
1.42800e+04	3.46970e+00	1.51142e-04
1.42900e+04	3.46970e+00	1.51168e-04
1.43000e+04	3.46970e+00	1.51225e-04
1.43100e+04	3.46970e+00	1.51311e-04
1.43200e+04	3.46970e+00	1.51428e-04
1.43300e+04	3.46969e+00	1.51575e-04
1.43400e+04	3.46969e+00	1.51751e-04
1.43500e+04	3.46969e+00	1.51955e-04
1.43600e+04	3.46969e+00	1.52189e-04
1.43700e+04	3.46968e+00	1.52451e-04
1.43800e+04	3.46968e+00	1.52741e-04
1.43900e+04	3.46968e+00	1.53059e-04
1.44000e+04	3.46968e+00	1.53405e-04
1.44100e+04	3.46968e+00	1.53778e-04
1.44200e+04	3.46967e+00	1.54179e-04
1.44300e+04	3.46967e+00	1.54607e-04
1.44400e+04	3.46967e+00	1.55062e-04
1.44500e+04	3.46967e+00	1.55544e-04
1.44600e+04	3.46966e+00	1.56053e-04
1.44700e+04	3.46966e+00	1.56588e-04
1.44800e+04	3.46966e+00	1.57150e-04
1.44900e+04	3.46966e+00	1.57739e-04
1.45000e+04	3.46966e+00	1.58355e-04
1.45100e+04	3.46965e+00	1.58997e-04
1.45200e+04	3.46965e+00	1.59665e-04
1.45300e+04	3.46965e+00	1.60361e-04
1.45400e+04	3.46965e+00	1.61082e-04
1.45500e+04	3.46964e+00	1.61831e-04
1.45600e+04	3.46964e+00	1.62606e-04
1.45700e+04	3.46964e+00	1.63408e-04
1.45800e+04	3.46964e+00	1.64236e-04
1.45900e+04	3.46964e+00	1.65092e-04
1.46000e+04	3.46963e+00	1.65975e-04
1.46100e+04	3.46963e+00	1.66884e-04
1.46200e+04	3.46963e+00	1.67821e-04
1.46300e+04	3.46963e+00	1.68786e-04
1.46400e+04	3.46962e+00	1.69778e-04
1.46500e+04	3.46962e+00	1.70798e-04
1.46600e+04	3.46962e+00	1.71846e-04
1.46700e+04	3.46962e+00	1.72922e-04
1.46800e+04	3.46961e+00	1.74027e-04
1.46900e+04	3.46961e+00	1.75160e-04
1.47000e+04	3.46961e+00	1.76322e-04
1.47100e+04	3.46961e+00	1.77513e-04
1.47200e+04	3.46960e+00	1.78734e-04
1.47300e+04	3.46960e+00	1.79984e-04
1.47400e+04	3.46960e+00	1.81264e-04
1.47500e+04	3.46960e+00	1.82575e-04
1.47600e+04	3.46959e+00	1.83917e-04
1.47700e+04	3.46959e+00	1.85289e-04
1.47800e+04	3.46959e+00	1.86693e-04
1.47900e+04	3.46959e+00	1.88129e-04
1.48000e+04	3.46958e+00	1.89597e-04
1.48100e+04	3.46958e+00	1.91098e-04
1.48200e+04	3.46958e+00	1.92631e-04
1.48300e+04	3.46958e+00	1.94198e-04
1.48400e+04	3.46957e+00	1.95799e-04
1.48500e+04	3.46957e+00	1.97435e-04
1.48600e+04	3.46957e+00	1.99105e-04
1.48700e+04	3.46957e+00	2.00810e-04
1.48800e+04	3.46956e+00	2.02552e-04
1.48900e+04	3.46956e+00	2.04330e-04
1.49000e+04	3.46956e+00	2.06145e-04
1.49100e+04	3.46956e+00	2.07997e-04
1.49200e+04	3.46955e+00	2.09888e-04
1.49300e+04	3.46955e+00	2.11817e-04
1.49400e+04	3.46955e+00	2.13786e-04
1.49500e+04	3.46955e+00	2.15795e-04
1.49600e+04	3.46954e+00	2.17844e-04
1.49700e+04	3.46954e+00	2.19935e-04
1.49800e+04	3.46954e+00	2.22068e-04
1.49900e+04	3.46953e+00	2.24244e-04
1.50000e+04	3.46953e+00	2.26463e-04
1.50100e+04	3.46953e+00	2.28726e-04
1.50200e+04	3.46953e+00	2.31035e-04
1.50300e+04	3.46952e+00	2.33389e-04
1.50400e+04	3.46952e+00	2.35790e-04
1.50500e+04	3.46952e+00	2.38238e-04
1.50600e+04	3.46952e+00	2.40735e-04
1.50700e+04	3.46951e+00	2.43281e-04
1.50800e+04	3.46951e+00	2.45877e-04
1.50900e+04	3.46951e+00	2.48524e-04
1.51000e+04	3.46950e+00	2.51223e-04
1.51100e+04	3.46950e+00	2.53975e-04
1.51200e+04	3.46950e+00	2.56782e-04
1.51300e+04	3.46950e+00	2.59643e-04
1.51400e+04	3.46949e+00	2.62560e-04
1.51500e+04	3.46949e+00	2.65534e-04
1.51600e+04	3.46949e+00	2.68566e-04
1.51700e+04	3.46948e+00	2.71658e-04
1.51800e+04	3.46948e+00	2.74810e-04
1.51900e+04	3.46948e+00	2.78024e-04
1.52000e+04	3.46948e+00	2.81301e-04
1.52100e+04	3.46947e+00	2.84641e-04
1.52200e+04	3.46947e+00	2.88047e-04
1.52300e+04	3.46947e+00	2.91520e-04
1.52400e+04	3.46946e+00	2.95060e-04
1.52500e+04	3.46946e+00	2.98669e-04
1.52600e+04	3.46946e+00	3.02349e-04
1.52700e+04	3.46946e+00	3.06101e-04
1.52800e+04	3.46945e+00	3.09926e-04
1.52900e+04	3.46945e+00	3.13826e-04
1.53000e+04	3.46945e+00	3.17801e-04
1.53100e+04	3.46944e+00	3.21855e-04
1.53200e+04	3.46944e+00	3.25988e-04
1.53300e+04	3.46944e+00	3.30201e-04
1.53400e+04	3.46944e+00	3.34497e-04
1.53500e+04	3.46943e+00	3.38876e-04
1.53600e+04	3.46943e+00	3.43341e-04
1.53700e+04	3.46943e+00	3.47893e-04
1.53800e+04	3.46942e+00	3.52534e-04
1.53900e+04	3.46942e+00	3.57265e-04
1.54000e+04	3.46942e+00	3.62088e-04
1.54100e+04	3.46942e+00	3.67005e-04
1.54200e+04	3.46941e+00	3.72017e-04
1.54300e+04	3.46941e+00	3.77127e-04
1.54400e+04	3.46941e+00	3.82336e-04
1.54500e+04	3.46941e+00	3.87646e-04
1.54600e+04	3.46940e+00	3.93058e-04
1.54700e+04	3.46940e+00	3.98575e-04
1.54800e+04	3.46940e+00	4.04198e-04
1.54900e+04	3.46939e+00	4.09930e-04
1.55000e+04	3.46939e+00	4.15771e-04
1.55100e+04	3.46939e+00	4.21724e-04
1.55200e+04	3.46939e+00	4.27790e-04
1.55300e+04	3.46938e+00	4.33972e-04
1.55400e+04	3.46938e+00	4.40271e-04
1.55500e+04	3.46938e+00	4.46689e-04
1.55600e+04	3.46938e+00	4.53228e-04
1.55700e+04	3.46938e+00	4.59889e-04
1.55800e+04	3.46937e+00	4.66674e-04
1.55900e+04	3.46937e+00	4.73585e-04
1.56000e+04	3.46937e+00	4.80624e-04
1.56100e+04	3.46937e+00	4.87792e-04
1.56200e+04	3.46936e+00	4.95090e-04
1.56300e+04	3.46936e+00	5.02521e-04
1.56400e+04	3.46936e+00	5.10085e-04
1.56500e+04	3.46936e+00	5.17784e-04
1.56600e+04	3.46936e+00	5.25619e-04
1.56700e+04	3.46936e+00	5.33590e-04
1.56800e+04	3.46935e+00	5.41701e-04
1.56900e+04	3.46935e+00	5.49950e-04
1.57000e+04	3.46935e+00	5.58339e-04
1.57100e+04	3.46935e+00	5.66868e-04
1.57200e+04	3.46935e+00	5.75539e-04
1.57300e+04	3.46935e+00	5.84351e-04
1.57400e+04	3.46935e+00	5.93304e-04
1.57500e+04	3.46935e+00	6.02398e-04
1.57600e+04	3.46935e+00	6.11634e-04
1.57700e+04	3.46935e+00	6.21009e-04
1.57800e+04	3.46935e+00	6.30525e-04
1.57900e+04	3.46935e+00	6.40179e-04
1.58000e+04	3.46935e+00	6.49970e-04
1.58100e+04	3.46935e+00	6.59897e-04
1.58200e+04	3.46935e+00	6.69958e-04
1.58300e+04	3.46935e+00	6.80150e-04
1.58400e+04	3.46935e+00	6.90471e-04
1.58500e+04	3.46935e+00	7.00918e-04
1.58600e+04	3.46935e+00	7.11487e-04
1.58700e+04	3.46935e+00	7.22174e-04
1.58800e+04	3.46936e+00	7.32976e-04
1.58900e+04	3.46936e+00	7.43886e-04
1.59000e+04	3.46936e+00	7.54901e-04
1.59100e+04	3.46936e+00	7.66015e-04
1.59200e+04	3.46937e+00	7.77220e-04
1.59300e+04	3.46937e+00	7.88511e-04
1.59400e+04	3.46937e+00	7.99879e-04
1.59500e+04	3.46938e+00	8.11318e-04
1.59600e+04	3.46938e+00	8.22818e-04
1.59700e+04	3.46939e+00	8.34370e-04
1.59800e+04	3.46939e+00	8.45964e-04
1.59900e+04	3.46940e+00	8.57591e-04
1.60000e+04	3.46940e+00	8.69239e-04
1.60100e+04	3.46941e+00	8.80896e-04
1.60200e+04	3.46941e+00	8.92550e-04
1.60300e+04	3.46942e+00	9.04189e-04
1.60400e+04	3.46943e+00	9.15798e-04
1.60500e+04	3.46943e+00	9.27364e-04
1.60600e+04	3.46944e+00	9.38872e-04
1.60700e+04	3.46945e+00	9.50307e-04
1.60800e+04	3.46946e+00	9.61652e-04
1.60900e+04	3.46947e+00	9.72892e-04
1.61000e+04	3.46948e+00	9.84010e-04
1.61100e+04	3.46949e+00	9.94988e-04
1.61200e+04	3.46950e+00	1.00581e-03
1.61300e+04	3.46951e+00	1.01645e-03
1.61400e+04	3.46952e+00	1.02691e-03
1.61500e+04	3.46953e+00	1.03715e-03
1.61600e+04	3.46954e+00	1.04715e-03
1.61700e+04	3.46955e+00	1.05691e-03
1.61800e+04	3.46956e+00	1.06641e-03
1.61900e+04	3.46958e+00	1.07561e-03
1.62000e+04	3.46959e+00	1.08451e-03
1.62100e+04	3.46960e+00	1.09309e-03
1.62200e+04	3.46962e+00	1.10132e-03
1.62300e+04	3.46963e+00	1.10920e-03
1.62400e+04	3.46964e+00	1.11669e-03
1.62500e+04	3.46966e+00	1.12380e-03
1.62600e+04	3.46967e+00	1.13050e-03
1.62700e+04	3.46969e+00	1.13678e-03
1.62800e+04	3.46970e+00	1.14262e-03
1.62900e+04	3.46972e+00	1.14801e-03
1.63000e+04	3.46973e+00	1.15294e-03
1.63100e+04	3.46975e+00	1.15740e-03
1.63200e+04	3.46977e+00	1.16137e-03
1.63300e+04	3.46978e+00	1.16486e-03
1.63400e+04	3.46980e+00	1.16785e-03
1.63500e+04	3.46981e+00	1.17033e-03
1.63600e+04	3.46983e+00	1.17231e-03
1.63700e+04	3.46985e+00	1.17378e-03
1.63800e+04	3.46986e+00	1.17474e-03
1.63900e+04	3.46988e+00	1.17519e-03
1.64000e+04	3.46990e+00	1.17512e-03
1.64100e+04	3.46991e+00	1.17455e-03
1.64200e+04	3.46993e+00	1.17347e-03
1.64300e+04	3.46995e+00	1.17190e-03
1.64400e+04	3.46996e+00	1.16984e-03
1.64500e+04	3.46998e+00	1.16729e-03
1.64600e+04	3.46999e+00	1.16427e-03
1.64700e+04	3.47001e+00	1.16079e-03
1.64800e+04	3.47003e+00	1.15686e-03
1.64900e+04	3.47004e+00	1.15248e-03
1.65000e+04	3.47006e+00	1.14768e-03
1.65100e+04	3.47007e+00	1.14247e-03
1.65200e+04	3.47009e+00	1.13687e-03
1.65300e+04	3.47010e+00	1.13088e-03
1.65400e+04	3.47011e+00	1.12453e-03
1.65500e+04	3.47013e+00	1.11783e-03
1.65600e+04	3.47014e+00	1.11080e-03
1.65700e+04	3.47015e+00	1.10346e-03
1.65800e+04	3.47017e+00	1.09582e-03
1.65900e+04	3.47018e+00	1.08791e-03
1.66000e+04	3.47019e+00	1.07973e-03
1.66100e+04	3.47020e+00	1.07131e-03
1.66200e+04	3.47021e+00	1.06267e-03
1.66300e+04	3.47023e+00	1.05382e-03
1.66400e+04	3.47024e+00	1.04478e-03
1.66500e+04	3.47025e+00	1.03557e-03
1.66600e+04	3.47026e+00	1.02620e-03
1.66700e+04	3.47027e+00	1.01669e-03
1.66800e+04	3.47027e+00	1.00706e-03
1.66900e+04	3.47028e+00	9.97322e-04
1.67000e+04	3.47029e+00	9.87490e-04
1.67100e+04	3.47030e+00	9.77579e-04
1.67200e+04	3.47031e+00	9.67604e-04
1.67300e+04	3.47032e+00	9.57578e-04
1.67400e+04	3.47032e+00	9.47514e-04
1.67500e+04	3.47033e+00	9.37424e-04
1.67600e+04	3.47034e+00	9.27320e-04
1.67700e+04	3.47034e+00	9.17213e-04
1.67800e+04	3.47035e+00	9.07114e-04
1.67900e+04	3.47035e+00	8.97033e-04
1.68000e+04	3.47036e+00	8.86979e-04
1.68100e+04	3.47036e+00	8.76961e-04
1.68200e+04	3.47037e+00	8.66988e-04
1.68300e+04	3.47037e+00	8.57067e-04
1.68400e+04	3.47038e+00	8.47205e-04
1.68500e+04	3.47038e+00	8.37411e-04
1.68600e+04	3.47038e+00	8.27688e-04
1.68700e+04	3.47039e+00	8.18045e-04
1.68800e+04	3.47039e+00	8.08486e-04
1.68900e+04	3.47039e+00	7.99015e-04
1.69000e+04	3.47039e+00	7.89638e-04
1.69100e+04	3.47040e+00	7.80358e-04
1.69200e+04	3.47040e+00	7.71180e-04
1.69300e+04	3.47040e+00	7.62106e-04
1.69400e+04	3.47040e+00	7.53139e-04
1.69500e+04	3.47040e+00	7.44283e-04
1.69600e+04	3.47041e+00	7.35539e-04
1.69700e+04	3.47041e+00	7.26910e-04
1.69800e+04	3.47041e+00	7.18397e-04
1.69900e+04	3.47041e+00	7.10002e-04
1.70000e+04	3.47041e+00	7.01726e-04
1.70100e+04	3.47041e+00	6.93570e-04
1.70200e+04	3.47041e+00	6.85534e-04
1.70300e+04	3.47041e+00	6.77620e-04
1.70400e+04	3.47041e+00	6.69828e-04
1.70500e+04	3.47041e+00	6.62158e-04
1.70600e+04	3.47041e+00	6.54609e-04
1.70700e+04	3.47041e+00	6.47183e-04
1.70800e+04	3.47041e+00	6.39878e-04
1.70900e+04	3.47041e+00	6.32694e-04
1.71000e+04	3.47041e+00	6.25631e-04
1.71100e+04	3.47041e+00	6.18688e-04
1.71200e+04	3.47041e+00	6.11864e-04
1.71300e+04	3.47041e+00	6.05159e-04
1.71400e+04	3.47041e+00	5.98571e-04
1.71500e+04	3.47041e+00	5.92101e-04
1.71600e+04	3.47040e+00	5.85745e-04
1.71700e+04	3.47040e+00	5.79505e-04
1.71800e+04	3.47040e+00	5.73377e-04
1.71900e+04	3.47040e+00	5.67362e-04
1.72000e+04	3.47040e+00	5.61458e-04
1.72100e+04	3.47040e+00	5.55663e-04
1.72200e+04	3.47040e+00	5.49976e-04
1.72300e+04	3.47040e+00	5.44397e-04
1.72400e+04	3.47039e+00	5.38923e-04
1.72500e+04	3.47039e+00	5.33553e-04
1.72600e+04	3.47039e+00	5.28285e-04
1.72700e+04	3.47039e+00	5.23119e-04
1.72800e+04	3.47039e+00	5.18053e-04
1.72900e+04	3.47039e+00	5.13085e-04
1.73000e+04	3.47038e+00	5.08214e-04
1.73100e+04	3.47038e+00	5.03439e-04
1.73200e+04	3.47038e+00	4.98757e-04
1.73300e+04	3.47038e+00	4.94168e-04
1.73400e+04	3.47038e+00	4.89670e-04
1.73500e+04	3.47037e+00	4.85262e-04
1.73600e+04	3.47037e+00	4.80942e-04
1.73700e+04	3.47037e+00	4.76709e-04
1.73800e+04	3.47037e+00	4.72561e-04
1.73900e+04	3.47037e+00	4.68497e-04
1.74000e+04	3.47037e+00	4.64516e-04
1.74100e+04	3.47036e+00	4.60616e-04
1.74200e+04	3.47036e+00	4.56796e-04
1.74300e+04	3.47036e+00	4.53054e-04
1.74400e+04	3.47036e+00	4.49390e-04
1.74500e+04	3.47036e+00	4.45801e-04
1.74600e+04	3.47035e+00	4.42287e-04
1.74700e+04	3.47035e+00	4.38846e-04
1.74800e+04	3.47035e+00	4.35477e-04
1.74900e+04	3.47035e+00	4.32179e-04
1.75000e+04	3.47034e+00	4.28951e-04
1.75100e+04	3.47034e+00	4.25791e-04
1.75200e+04	3.47034e+00	4.22697e-04
1.75300e+04	3.47034e+00	4.19671e-04
1.75400e+04	3.47034e+00	4.16709e-04
1.75500e+04	3.47033e+00	4.13810e-04
1.75600e+04	3.47033e+00	4.10974e-04
1.75700e+04	3.47033e+00	4.08200e-04
1.75800e+04	3.47033e+00	4.05486e-04
1.75900e+04	3.47033e+00	4.02832e-04
1.76000e+04	3.47032e+00	4.00236e-04
1.76100e+04	3.47032e+00	3.97697e-04
1.76200e+04	3.47032e+00	3.95214e-04
1.76300e+04	3.47032e+00	3.92787e-04
1.76400e+04	3.47032e+00	3.90415e-04
1.76500e+04	3.47031e+00	3.88095e-04
1.76600e+04	3.47031e+00	3.85829e-04
1.76700e+04	3.47031e+00	3.83614e-04
1.76800e+04	3.47031e+00	3.81449e-04
1.76900e+04	3.47031e+00	3.79335e-04
1.77000e+04	3.47030e+00	3.77270e-04
1.77100e+04	3.47030e+00	3.75252e-04
1.77200e+04	3.47030e+00	3.73282e-04
1.77300e+04	3.47030e+00	3.71359e-04
1.77400e+04	3.47030e+00	3.69481e-04
1.77500e+04	3.47029e+00	3.67648e-04
1.77600e+04	3.47029e+00	3.65860e-04
1.77700e+04	3.47029e+00	3.64115e-04
1.77800e+04	3.47029e+00	3.62412e-04
1.77900e+04	3.47029e+00	3.60752e-04
1.78000e+04	3.47029e+00	3.59132e-04
1.78100e+04	3.47028e+00	3.57554e-04
1.78200e+04	3.47028e+00	3.56015e-04
1.78300e+04	3.47028e+00	3.54516e-04
1.78400e+04	3.47028e+00	3.53055e-04
1.78500e+04	3.47028e+00	3.51632e-04
1.78600e+04	3.47027e+00	3.50247e-04
1.78700e+04	3.47027e+00	3.48898e-04
1.78800e+04	3.47027e+00	3.47585e-04
1.78900e+04	3.47027e+00	3.46308e-04
1.79000e+04	3.47027e+00	3.45066e-04
1.79100e+04	3.47027e+00	3.43858e-04
1.79200e+04	3.47026e+00	3.42684e-04
1.79300e+04	3.47026e+00	3.41543e-04
1.79400e+04	3.47026e+00	3.40435e-04
1.79500e+04	3.47026e+00	3.39359e-04
1.79600e+04	3.47026e+00	3.38314e-04
1.79700e+04	3.47026e+00	3.37301e-04
1.79800e+04	3.47025e+00	3.36319e-04
1.79900e+04	3.47025e+00	3.35366e-04
1.80000e+04	3.47025e+00	3.34444e-04
1.80100e+04	3.47025e+00	3.33550e-04
1.80200e+04	3.47025e+00	3.32686e-04
1.80300e+04	3.47025e+00	3.31849e-04
1.80400e+04	3.47024e+00	3.31041e-04
1.80500e+04	3.47024e+00	3.30259e-04
1.80600e+04	3.47024e+00	3.29505e-04
1.80700e+04	3.47024e+00	3.28777e-04
1.80800e+04	3.47024e+00	3.28076e-04
1.80900e+04	3.47024e+00	3.27400e-04
1.81000e+04	3.47024e+00	3.26749e-04
1.81100e+04	3.47023e+00	3.26123e-04
1.81200e+04	3.47023e+00	3.25522e-04
1.81300e+04	3.47023e+00	3.24944e-04
1.81400e+04	3.47023e+00	3.24391e-04
1.81500e+04	3.47023e+00	3.23860e-04
1.81600e+04	3.47023e+00	3.23353e-04
1.81700e+04	3.47023e+00	3.22868e-04
1.81800e+04	3.47022e+00	3.22406e-04
1.81900e+04	3.47022e+00	3.21965e-04
1.82000e+04	3.47022e+00	3.21546e-04
1.82100e+04	3.47022e+00	3.21147e-04
1.82200e+04	3.47022e+00	3.20770e-04
